,humidity,rain,temperature,timestamp,hour,t_Delta,h_Delta,r_Delta
643,38.5,126,15.5,14.864,15,-0.0999999999999996,-2.5,-2
421,43.5,166,16.9,14.876,15,0,0.100000000000001,-5
528,35.8,126,13.4,14.889,15,-0.300000000000001,1.3,0
187,39.6,156,16,14.89,15,0.300000000000001,3.2,1
297,38.5,171,21.7,14.898,15,0,0.299999999999997,2
773,27,123,19,14.899,15,0.100000000000001,1.6,-1
76,41.3,172,20.4,14.904,15,0.200000000000003,0.600000000000001,-8
956,35.8,101,23.1,14.913,15,-0.100000000000001,1.3,-1
1526,36.4,215,21.1,14.914,15,0,-1.8,6
1403,36.9,103,19.9,14.924,15,0.800000000000001,-3.4,0
1215,38.7,100,16.1,14.929,15,0.199999999999999,-1.3,-1
2027,42.8,219,16.5,14.936,15,0,0.400000000000006,2
644,36,124,15.4,14.951,15,-0.0999999999999996,-0.600000000000001,1
422,43.6,161,16.9,14.962,15,-0.0999999999999979,0.299999999999997,11
529,37.1,126,13.1,14.975,15,0.0999999999999996,-0.5,-1
188,42.8,157,16.3,14.976,15,-0.300000000000001,-2.7,18
298,38.8,173,21.7,14.983,15,0,1.1,-1
774,28.6,122,19.1,14.985,15,0,-2.8,1
77,41.9,164,20.6,14.99,15,0,-1.4,-11
957,37.1,100,23,14.999,15,-0.100000000000001,-1,0
1527,34.6,221,21.1,15,15,0,-0.700000000000003,3
1404,33.5,103,20.7,15.009,15,-1,2,0
1216,37.4,99,16.3,15.015,15,-0.100000000000001,0.100000000000001,2
2028,43.2,221,16.5,15.023,15,-0.100000000000001,1,0
645,35.4,125,15.3,15.037,15,0,3.3,-1
875,40.8,121,21.2,15.044,15,0,0.900000000000006,0
423,43.9,172,16.8,15.048,15,-0.100000000000001,-1.3,0
530,36.6,125,13.2,15.061,15,-0.199999999999999,0,1
189,40.1,175,16,15.062,15,0.300000000000001,3,-3
299,39.9,172,21.7,15.069,15,-0.0999999999999979,-0.699999999999996,-3
775,25.8,123,19.1,15.071,15,-0.100000000000001,1.2,-1
78,40.5,153,20.6,15.076,15,-0.5,-0.700000000000003,1
958,36.1,100,22.9,15.085,15,0.400000000000002,-0.100000000000001,0
1528,33.9,224,21.1,15.087,15,0.299999999999997,0.300000000000004,0
1405,35.5,103,19.7,15.096,15,0,-1.3,0
1217,37.5,101,16.2,15.101,15,0.400000000000002,0.5,-1
2029,44.2,221,16.4,15.109,15,0,-2.7,0
646,38.7,124,15.3,15.124,15,0.0999999999999996,-1.2,1
424,42.6,172,16.7,15.134,15,-0.0999999999999979,-0.5,0
531,36.6,126,13,15.148,15,-0.300000000000001,0.399999999999999,-1
190,43.1,172,16.3,15.148,15,0,-1.9,-10
300,39.2,169,21.6,15.155,15,-0.200000000000003,1.8,-18
776,27,122,19,15.158,15,-0.100000000000001,-2.3,1
79,39.8,154,20.1,15.162,15,-0.400000000000002,1,18
959,36,100,23.3,15.171,15,0.5,0,0
1529,34.2,224,21.4,15.172,15,-0.5,2.2,-3
1406,34.2,103,19.7,15.184,15,0,-1.5,-1
1218,38,100,16.6,15.187,15,-0.300000000000001,-0.799999999999997,2
2030,41.5,221,16.4,15.195,15,-0.299999999999997,0.700000000000003,0
647,37.5,125,15.4,15.21,15,0,-2.1,0
876,41.7,121,21.2,15.216,15,-0.0999999999999979,0.199999999999996,0
532,37,125,12.7,15.234,15,0.4,-0.100000000000001,0
191,41.2,162,16.3,15.234,15,0,1.09999999999999,7
301,41,151,21.4,15.241,15,0.100000000000001,-0.799999999999997,21
777,24.7,123,18.9,15.244,15,0.300000000000001,0.100000000000001,0
80,40.8,172,19.7,15.248,15,0,0.800000000000004,-18
960,36,100,23.8,15.257,15,-0.900000000000002,1,0
1530,36.4,221,20.9,15.259,15,-0.299999999999997,1.9,3
1407,32.7,102,19.7,15.27,15,-0.199999999999999,-0.100000000000001,1
1219,37.2,102,16.3,15.274,15,0.0999999999999979,-1.2,-3
2031,42.2,221,16.1,15.281,15,-0.300000000000001,-0.5,0
648,35.4,125,15.4,15.296,15,0.9,-1.4,-2
877,41.9,121,21.1,15.302,15,0.5,-2.5,2
425,42.1,172,16.6,15.306,15,-0.300000000000001,-0.100000000000001,0
533,36.9,125,13.1,15.32,15,0.0999999999999996,-0.699999999999996,1
192,42.3,169,16.3,15.32,15,0.199999999999999,-2.3,0
302,40.2,172,21.5,15.327,15,0,1.59999999999999,1
778,24.8,123,19.2,15.33,15,0.199999999999999,-1.7,-1
81,41.6,154,19.7,15.335,15,-0.0999999999999979,0,18
961,37,100,22.9,15.343,15,-0.199999999999999,-0.700000000000003,0
1531,38.3,224,20.6,15.345,15,-0.300000000000001,0.700000000000003,-17
1408,32.6,103,19.5,15.356,15,0,-0.300000000000004,0
1220,36,99,16.4,15.36,15,-0.299999999999997,0.399999999999999,1
2032,41.7,221,15.8,15.367,15,0.0999999999999996,3.5,-1
649,34,123,16.3,15.382,15,-0.300000000000001,3.4,0
878,39.4,123,21.6,15.388,15,-0.600000000000001,-0.199999999999996,1
193,40,169,16.5,15.406,15,-0.199999999999999,-1.4,-10
534,36.2,126,13.2,15.406,15,-0.5,-0.700000000000003,1
303,41.8,173,21.5,15.413,15,-0.100000000000001,-0.799999999999997,-23
779,23.1,122,19.4,15.416,15,-0.5,0.0999999999999979,1
82,41.6,172,19.6,15.421,15,-0.200000000000003,1.9,-7
962,36.3,100,22.7,15.429,15,-0.0999999999999979,1.1,1
1532,39,207,20.3,15.431,15,-0.100000000000001,1.5,8
1409,32.3,103,19.5,15.442,15,0.300000000000001,-0.399999999999999,-1
1221,36.4,100,16.1,15.446,15,0.0999999999999979,-1.6,0
2033,45.2,220,15.9,15.453,15,0,-1.2,1
650,37.4,123,16,15.468,15,-0.6,-2.3,0
879,39.2,124,21,15.474,15,-0.199999999999999,2.5,-1
426,42,172,16.3,15.478,15,-0.100000000000001,0.200000000000003,0
535,35.5,127,12.7,15.492,15,0.100000000000001,1.1,0
194,38.6,159,16.3,15.492,15,0.0999999999999979,-3.9,11
304,41,150,21.4,15.499,15,-0.0999999999999979,-0.700000000000003,0
780,23.2,123,18.9,15.502,16,0.100000000000001,1.4,-1
83,43.5,165,19.4,15.507,16,0,-0.600000000000001,5
963,37.4,101,22.6,15.516,16,-0.100000000000001,-0.199999999999996,-2
1533,40.5,215,20.2,15.517,16,-0.300000000000001,-1.1,8
1410,31.9,102,19.8,15.528,16,-0.100000000000001,-1.6,1
1222,34.8,100,16.2,15.534,16,-0.199999999999999,2.1,0
2034,44,221,15.9,15.539,16,0,0.5,0
651,35.1,123,15.4,15.554,16,-0.0999999999999996,2.9,0
880,41.7,123,20.8,15.56,16,0,0.599999999999994,0
427,42.2,172,16.2,15.564,16,0,0.599999999999994,2
195,34.7,170,16.4,15.578,16,0.100000000000001,1.4,-1
536,36.6,127,12.8,15.579,16,0,1,-2
305,40.3,150,21.3,15.586,16,0,1.2,3
781,24.6,122,19,15.588,16,-0.300000000000001,0.599999999999998,2
84,42.9,170,19.4,15.593,16,0.100000000000001,-0.100000000000001,0
964,37.2,99,22.5,15.602,16,-0.100000000000001,0.799999999999997,0
1534,39.4,223,19.9,15.603,16,0.200000000000003,0.5,6
1411,30.3,103,19.7,15.614,16,0,1.9,0
1223,36.9,100,16,15.621,16,-0.0999999999999996,1.7,1
2035,44.5,221,15.9,15.625,16,0,-2.3,-2
652,38,123,15.3,15.64,16,-0.100000000000001,-1.3,1
881,42.3,123,20.8,15.646,16,0.0999999999999979,-1.9,-1
428,42.8,174,16.2,15.65,16,0.199999999999999,0.900000000000006,-2
196,36.1,169,16.5,15.664,16,-0.399999999999999,-3.3,-15
537,37.6,125,12.8,15.665,16,-0.300000000000001,0.600000000000001,1
306,41.5,153,21.3,15.672,16,-0.199999999999999,0,11
782,25.2,124,18.7,15.674,16,0,0.800000000000001,0
85,42.8,170,19.5,15.679,16,-0.100000000000001,1.2,-18
965,38,99,22.4,15.688,16,0.100000000000001,-0.899999999999999,1
1535,39.9,229,20.1,15.689,16,0.299999999999997,-1.2,3
1412,32.2,103,19.7,15.7,16,0,0,0
1224,38.6,101,15.9,15.707,16,0.0999999999999996,0.100000000000001,-1
2036,42.2,219,15.9,15.711,16,0,-0.800000000000004,0
653,36.7,124,15.2,15.726,16,-0.0999999999999996,0.599999999999994,0
882,40.4,122,20.9,15.732,16,-0.0999999999999979,0.5,0
429,43.7,172,16.4,15.736,16,0,-2.1,6
197,32.8,154,16.1,15.751,16,0.0999999999999979,0.100000000000001,13
538,38.2,126,12.5,15.751,16,0.0999999999999996,-0.900000000000006,0
307,41.5,164,21.1,15.759,16,-0.100000000000001,0.299999999999997,-10
783,26,124,18.7,15.76,16,0,-3.2,-2
86,44,152,19.4,15.765,16,-0.299999999999997,0.799999999999997,2
966,37.1,100,22.5,15.774,16,-0.199999999999999,0.299999999999997,0
1536,38.7,232,20.4,15.776,16,0.100000000000001,1.8,-9
1413,32.2,103,19.7,15.786,16,0.100000000000001,-0.400000000000002,0
2037,41.4,219,15.9,15.797,16,-0.0999999999999996,3.5,1
654,37.3,124,15.1,15.812,16,-0.0999999999999996,-0.199999999999996,-1
883,40.9,122,20.8,15.818,16,-10.7,36.4,-22
430,41.6,178,16.4,15.822,16,-0.299999999999997,0.600000000000001,-8
539,37.3,126,12.6,15.837,16,0.0999999999999996,0.800000000000004,-1
198,32.9,167,16.2,15.837,16,-0.199999999999999,1.3,2
308,41.8,154,21,15.844,16,-0.100000000000001,0.5,19
784,22.8,122,18.7,15.846,16,0.100000000000001,0,0
87,44.8,154,19.1,15.851,16,-0.300000000000001,0.100000000000001,-3
967,37.4,100,22.3,15.86,16,0.199999999999999,0.100000000000001,1
1537,40.5,223,20.5,15.864,16,0.199999999999999,-3.2,-6
1414,31.8,103,19.8,15.872,16,-0.100000000000001,1.8,0
1225,38.7,100,16,15.88,16,-0.199999999999999,0.0999999999999943,0
2038,44.9,220,15.8,15.883,16,0.199999999999999,0.600000000000001,0
655,37.1,123,15,15.898,16,0.199999999999999,1.6,2
431,42.2,170,16.1,15.908,16,0,1.7,-13
199,34.2,169,16,15.922,16,0,1.5,1
540,38.1,125,12.7,15.923,16,-0.0999999999999996,-0.5,2
309,42.3,173,20.9,15.93,16,0.100000000000001,0.600000000000001,-3
785,22.8,122,18.8,15.932,16,-0.199999999999999,1.4,2
88,44.9,151,18.8,15.938,16,0.5,0,29
968,37.5,101,22.5,15.946,16,-0.100000000000001,0.799999999999997,-2
1538,37.3,217,20.7,15.951,16,0.100000000000001,1.7,5
1415,33.6,103,19.7,15.958,16,0.199999999999999,-0.5,-1
1226,38.8,100,15.8,15.967,16,-0.200000000000001,1.2,2
2039,45.5,220,16,15.969,16,-0.199999999999999,0.100000000000001,-3
656,38.7,125,15.2,15.984,16,0.100000000000001,-2.90000000000001,-1
541,37.6,127,12.6,16.009,16,0,0.699999999999996,-2
200,35.7,170,16,16.009,16,0.100000000000001,0.599999999999994,-1
310,42.9,170,21,16.016,16,-0.100000000000001,0.399999999999999,-18
786,24.2,124,18.6,16.018,16,-0.100000000000001,4.6,-2
89,44.9,180,19.3,16.024,16,-0.199999999999999,0.600000000000001,-28
969,38.3,99,22.4,16.032,16,0.100000000000001,0,1
1539,39,222,20.8,16.038,16,-0.100000000000001,-0.5,1
1416,33.1,102,19.9,16.044,16,0.300000000000001,-0.399999999999999,0
1227,40,102,15.6,16.052,16,0.300000000000001,-0.5,-2
2040,45.6,217,15.8,16.054,16,0.0999999999999996,1.6,2
657,35.8,124,15.3,16.069,16,0,-0.199999999999996,0
432,43.9,157,16.1,16.08,16,-0.200000000000001,0.600000000000001,3
201,36.3,169,16.1,16.095,16,-0.100000000000001,0.400000000000006,0
542,38.3,125,12.6,16.096,16,0.300000000000001,0.300000000000004,0
311,43.3,152,20.9,16.103,16,-0.0999999999999979,1.2,-4
787,28.8,122,18.5,16.104,16,-0.100000000000001,-0.5,2
90,45.5,152,19.1,16.11,16,0.199999999999999,-0.299999999999997,18
970,38.3,100,22.5,16.119,16,-0.199999999999999,-0.599999999999994,-1
1540,38.5,223,20.7,16.124,16,-0.0999999999999979,1.8,0
1417,32.7,102,20.2,16.129,16,-0.0999999999999979,0.5,0
1228,39.5,100,15.9,16.139,16,-0.200000000000001,-0.700000000000003,1
2041,47.2,219,15.9,16.141,16,0.0999999999999996,-1.5,1
658,35.6,124,15.3,16.156,16,0,2.2,0
433,44.5,160,15.9,16.166,16,-0.0999999999999996,-0.299999999999997,-5
202,36.7,169,16,16.181,16,0,0.399999999999999,-13
543,38.6,125,12.9,16.182,16,-0.0999999999999996,0.199999999999996,0
312,44.5,148,20.8,16.189,16,0.0999999999999979,-0.799999999999997,25
788,28.3,124,18.4,16.19,16,0.300000000000001,-2.7,-2
91,45.2,170,19.3,16.196,16,-0.199999999999999,-0.300000000000004,-17
971,37.7,99,22.3,16.205,16,-0.199999999999999,0.899999999999999,-1
1541,40.3,223,20.6,16.209,16,-0.300000000000001,0.400000000000006,-1
1418,33.2,102,20.1,16.216,16,-0.5,0.699999999999996,1
1229,38.8,101,15.7,16.225,16,-0.299999999999999,1.6,-1
2042,45.7,220,16,16.226,16,0.100000000000001,-1,-1
659,37.8,124,15.3,16.241,16,-0.200000000000001,-0.799999999999997,0
434,44.2,155,15.8,16.252,16,-0.200000000000001,1.3,16
203,37.1,156,16,16.267,16,0.100000000000001,2.2,-3
544,38.8,125,12.8,16.268,16,0,-0.199999999999996,0
313,43.7,173,20.9,16.275,16,-0.0999999999999979,0.399999999999999,5
789,25.6,122,18.7,16.276,16,0,-0.600000000000001,3
92,44.9,153,19.1,16.282,16,-0.300000000000001,1.6,21
972,38.6,98,22.1,16.294,16,-0.100000000000001,0.299999999999997,2
1542,40.7,222,20.3,16.296,16,-0.300000000000001,1,0
1419,33.9,103,19.6,16.301,16,0.0999999999999979,1.1,0
1230,40.4,100,15.4,16.311,16,0,0.399999999999999,0
2043,44.7,219,16.1,16.312,16,-0.100000000000001,0.0999999999999943,1
660,37,124,15.1,16.328,16,0.0999999999999996,1.5,-1
435,45.5,171,15.6,16.338,16,-0.0999999999999996,-1.8,-8
204,39.3,153,16.1,16.353,16,0.5,-0.899999999999999,2
545,38.6,125,12.8,16.354,16,-0.5,-0.800000000000004,1
314,44.1,178,20.8,16.361,16,-0.199999999999999,0.299999999999997,-13
790,25,125,18.7,16.361,16,0.100000000000001,-0.300000000000001,-4
93,46.5,174,18.8,16.368,16,0,-0.200000000000003,-24
973,38.9,100,22,16.38,16,-0.100000000000001,2.2,-1
1543,41.7,222,20,16.382,16,-0.100000000000001,0.5,-4
1420,35,103,19.7,16.387,16,0.100000000000001,-0.399999999999999,0
1231,40.8,100,15.4,16.397,16,-0.0999999999999996,0.600000000000001,0
2044,44.8,220,16,16.399,16,0.100000000000001,1,0
661,38.5,123,15.2,16.414,16,0.200000000000001,-0.700000000000003,2
205,38.4,155,16.6,16.439,16,-0.100000000000001,-1.5,11
546,37.8,126,12.3,16.44,16,-0.4,-0.0999999999999943,1
315,44.4,165,20.6,16.447,16,-0.300000000000001,2,9
791,24.7,121,18.8,16.448,16,0.199999999999999,0,1
94,46.3,150,18.8,16.454,16,0.0999999999999979,0.5,3
974,41.1,99,21.9,16.466,16,0,-1.6,2
1544,42.2,218,19.9,16.468,16,-0.199999999999999,0.599999999999994,4
1421,34.6,103,19.8,16.473,16,0,0.699999999999996,0
1232,41.4,100,15.3,16.483,16,0,1.2,0
2045,45.8,220,16.1,16.485,16,-0.100000000000001,-1.5,-1
662,37.8,125,15.4,16.499,16,0,-2.2,-4
436,43.7,163,15.5,16.51,16,-0.0999999999999996,0.599999999999994,10
206,36.9,166,16.5,16.525,17,0,1,4
547,37.7,127,11.9,16.526,17,0.199999999999999,-0.800000000000004,-1
316,46.4,174,20.3,16.533,17,0,0,-23
792,24.7,122,19,16.533,17,0.199999999999999,0.5,2
95,46.8,153,18.9,16.54,17,-0.199999999999999,1.5,20
975,39.5,101,21.9,16.552,17,-0.0999999999999979,-0.100000000000001,-2
1545,42.8,222,19.7,16.554,17,-0.0999999999999979,-0.0999999999999943,2
1422,35.3,103,19.8,16.559,17,0,0.200000000000003,-1
1233,42.6,100,15.3,16.569,17,0,-0.200000000000003,2
2046,44.3,219,16,16.571,17,-0.199999999999999,0,2
663,35.6,121,15.4,16.586,17,0,0.100000000000001,3
437,44.3,173,15.4,16.596,17,0.199999999999999,0.300000000000004,1
207,37.9,170,16.5,16.611,17,-0.399999999999999,0.600000000000001,-2
548,36.9,126,12.1,16.613,17,-0.0999999999999996,0,1
793,25.2,124,19.2,16.619,17,0,0.400000000000002,1
317,46.4,151,20.3,16.619,17,0.199999999999999,0.899999999999999,3
96,48.3,173,18.7,16.627,17,-0.0999999999999979,1.90000000000001,-16
976,39.4,99,21.8,16.637,17,0,0.600000000000001,-2
1546,42.7,224,19.6,16.64,17,-0.100000000000001,1.3,-1
1423,35.5,102,19.8,16.645,17,0,0.299999999999997,2
1234,42.4,102,15.3,16.655,17,-0.300000000000001,1.2,-2
2047,44.3,221,15.8,16.657,17,0,0,-1
664,35.7,124,15.4,16.672,17,0,-0.800000000000004,3
438,44.6,174,15.6,16.682,17,0,-0.100000000000001,-12
208,38.5,168,16.1,16.697,17,0,0.100000000000001,-13
549,36.9,127,12,16.699,17,-0.0999999999999996,0.100000000000001,-1
794,25.6,125,19.2,16.705,17,-0.599999999999998,1.4,0
318,47.3,154,20.5,16.705,17,-0.100000000000001,1,19
97,50.2,157,18.6,16.713,17,-0.200000000000003,0.899999999999999,-7
977,40,97,21.8,16.723,17,-0.199999999999999,1.9,3
1547,44,223,19.5,16.726,17,0,0.200000000000003,0
1424,35.8,104,19.8,16.731,17,-0.199999999999999,0.800000000000004,-3
1235,43.6,100,15,16.741,17,-0.199999999999999,0.699999999999996,1
2048,44.3,220,15.8,16.743,17,0.0999999999999996,0.900000000000006,1
665,34.9,127,15.4,16.758,17,-0.0999999999999996,3.2,-2
439,44.5,162,15.6,16.768,17,-0.0999999999999996,-0.899999999999999,-5
209,38.6,155,16.1,16.783,17,-0.200000000000001,-0.100000000000001,11
550,37,126,11.9,16.785,17,-0.200000000000001,1,0
319,48.3,173,20.4,16.791,17,-0.299999999999997,0,-1
795,27,125,18.6,16.791,17,-0.400000000000002,2.8,0
98,51.1,150,18.4,16.8,17,-0.299999999999997,0.299999999999997,15
978,41.9,100,21.6,16.809,17,-0.200000000000003,0.200000000000003,0
1548,44.2,223,19.5,16.812,17,0.300000000000001,0.399999999999999,0
1425,36.6,101,19.6,16.817,17,-0.100000000000001,3.3,1
1236,44.3,101,14.8,16.827,17,-0.100000000000001,0.400000000000006,1
2049,45.2,221,15.9,16.829,17,-0.300000000000001,0.899999999999999,0
666,38.1,125,15.3,16.844,17,-0.100000000000001,0.199999999999996,0
440,43.6,157,15.5,16.854,17,0,1,11
210,38.5,166,15.9,16.869,17,0,0.899999999999999,1
551,38,126,11.7,16.871,17,0,0.399999999999999,-1
320,48.3,172,20.1,16.876,17,-0.100000000000001,-0.0999999999999943,1
796,29.8,125,18.2,16.877,17,-0.199999999999999,-1.2,-1
99,51.4,165,18.1,16.886,17,-0.100000000000001,0,-14
979,42.1,100,21.4,16.895,17,-0.199999999999999,-0.700000000000003,0
1549,44.6,223,19.8,16.898,17,0.199999999999999,-0.100000000000001,-1
1426,39.9,102,19.5,16.903,17,0.100000000000001,1,1
1237,44.7,102,14.7,16.913,17,0,-0.300000000000004,-2
667,38.3,125,15.2,16.93,17,-0.199999999999999,1.5,0
441,44.6,168,15.5,16.94,17,-0.199999999999999,-1.7,1
211,39.4,167,15.9,16.955,17,-0.0999999999999996,0.5,2
552,38.4,125,11.7,16.957,17,0,0.700000000000003,2
1771,98.5,213,10.4,16.958,17,0,0,2
321,48.2,173,20,16.962,17,0.199999999999999,-0.300000000000004,-21
797,28.6,124,18,16.963,17,-0.100000000000001,1.6,1
1772,98.5,215,10.4,16.966,17,0,0,-1
100,51.4,151,18,16.974,17,-0.100000000000001,1.3,8
980,41.4,100,21.2,16.981,17,-0.199999999999999,0.800000000000004,1
1550,44.5,222,20,16.984,17,-0.199999999999999,0.299999999999997,1
1427,40.9,103,19.6,16.989,17,-0.400000000000002,1.5,0
1238,44.4,100,14.7,16.999,17,0.200000000000001,-0.100000000000001,0
2050,46.1,221,15.6,17.003,17,0,0.899999999999999,1
668,39.8,125,15,17.016,17,0.0999999999999996,1.1,0
442,42.9,169,15.3,17.026,17,0,1.5,0
212,39.9,169,15.8,17.041,17,0.0999999999999996,-0.100000000000001,0
553,39.1,127,11.7,17.044,17,-0.0999999999999996,1.2,-2
322,47.9,152,20.2,17.048,17,-0.0999999999999979,0.100000000000001,-2
798,30.2,125,17.9,17.049,17,-0.0999999999999979,-0.5,-1
1773,98.5,214,10.4,17.052,17,0,0,1
101,52.7,159,17.9,17.06,17,-0.0999999999999979,0.199999999999996,12
981,42.2,101,21,17.067,17,0,1.4,-1
1551,44.8,223,19.8,17.071,17,-0.199999999999999,0.100000000000001,-19
1428,42.4,103,19.2,17.075,17,0.100000000000001,-0.399999999999999,-1
1239,44.3,100,14.9,17.085,17,-0.0999999999999996,1.3,0
2051,47,222,15.6,17.089,17,-0.0999999999999996,-0.200000000000003,-2
669,40.9,125,15.1,17.102,17,-0.199999999999999,-3.5,0
443,44.4,169,15.3,17.112,17,0,0,2
213,39.8,169,15.9,17.127,17,0.0999999999999996,-0.399999999999999,-5
554,40.3,125,11.6,17.13,17,-0.0999999999999996,0.300000000000004,1
323,48,150,20.1,17.134,17,0,0.100000000000001,0
799,29.7,124,17.8,17.135,17,0.0999999999999979,-1.2,0
1774,98.5,215,10.4,17.138,17,0.0999999999999996,0,2
102,52.9,171,17.8,17.146,17,-0.199999999999999,1.1,0
982,43.6,100,21,17.153,17,1.1,0.5,0
1552,44.9,204,19.6,17.157,17,-0.200000000000003,1.3,21
1429,42,102,19.3,17.161,17,0.199999999999999,1,1
1240,45.6,100,14.8,17.171,17,0,-0.800000000000004,2
2052,46.8,220,15.5,17.175,17,-0.199999999999999,1.6,2
670,37.4,125,14.9,17.188,17,1,-1.7,1
444,44.4,171,15.3,17.198,17,-0.100000000000001,0.300000000000004,-3
214,39.4,164,16,17.213,17,-0.199999999999999,0.600000000000001,-8
555,40.6,126,11.5,17.216,17,0.4,-0.100000000000001,0
324,48.1,150,20.1,17.22,17,-0.200000000000003,0.199999999999996,0
800,28.5,124,17.9,17.221,17,0.5,0.5,-1
1775,98.5,217,10.5,17.224,17,0,0.0999999999999943,-3
103,54,171,17.6,17.232,17,-0.200000000000003,1.1,-1
983,44.1,100,22.1,17.239,17,0.399999999999999,-3.5,0
1553,46.2,225,19.4,17.243,17,-0.299999999999997,1.4,0
1430,43,103,19.5,17.247,17,0.5,-0.399999999999999,0
1241,44.8,102,14.8,17.257,17,0,-0.399999999999999,-2
2053,48.4,222,15.3,17.261,17,-0.4,0.600000000000001,-2
671,35.7,126,15.9,17.274,17,1.3,-2.7,0
445,44.7,168,15.2,17.284,17,0,-0.600000000000001,-13
215,40,156,15.8,17.299,17,-0.100000000000001,0.100000000000001,10
556,40.5,126,11.9,17.302,17,-0.4,0.299999999999997,0
325,48.3,150,19.9,17.306,17,-0.199999999999999,0.5,3
801,29,123,18.4,17.307,17,0.700000000000003,0.100000000000001,1
1776,98.6,214,10.5,17.31,17,0,0,1
104,55.1,170,17.4,17.318,17,-0.0999999999999979,0,-17
984,40.6,100,22.5,17.325,17,-1.3,4.6,-1
1554,47.6,225,19.1,17.329,17,-0.200000000000003,1.4,-2
1431,42.6,103,20,17.333,17,-1.1,3.3,-1
1242,44.4,100,14.8,17.343,17,-0.600000000000001,1.7,0
2054,49,220,14.9,17.347,17,-0.200000000000001,1.3,2
672,33,126,17.2,17.36,17,-0.800000000000001,1.6,-1
446,44.1,155,15.2,17.37,17,0.100000000000001,0.5,16
216,40.1,166,15.7,17.385,17,-0.199999999999999,0.5,3
557,40.8,126,11.5,17.389,17,-0.300000000000001,-0.699999999999996,-4
326,48.8,153,19.7,17.392,17,-0.199999999999999,0.600000000000001,3
802,29.1,124,19.1,17.393,17,-0.100000000000001,0.199999999999999,-1
1777,98.6,215,10.5,17.397,17,0,0,0
105,55.1,153,17.3,17.404,17,-0.199999999999999,0.100000000000001,0
985,45.2,99,21.2,17.411,17,-0.899999999999999,1.7,1
1555,49,223,18.9,17.415,17,-0.199999999999999,0.700000000000003,0
1432,45.9,102,18.9,17.419,17,-0.5,2.1,0
1243,46.1,100,14.2,17.43,17,-0.0999999999999996,0.5,2
2055,50.3,222,14.7,17.433,17,-0.0999999999999996,-0.0999999999999943,-1
673,34.6,125,16.4,17.446,17,-1.2,2.4,0
447,44.6,171,15.3,17.456,17,-0.4,0.399999999999999,-16
217,40.6,169,15.5,17.471,17,-0.199999999999999,0,-11
558,40.1,122,11.2,17.475,17,-0.299999999999999,1.2,6
327,49.4,156,19.5,17.478,17,-0.100000000000001,1.3,-2
803,29.3,123,19,17.479,17,-0.800000000000001,3,0
