,humidity,rain,temperature,timestamp,hour,t_Delta,h_Delta,r_Delta
1778,98.6,215,10.5,17.483,17,0,0.100000000000009,0
106,55.2,153,17.1,17.49,17,-0.200000000000003,0.899999999999999,19
986,46.9,100,20.3,17.497,17,-0.600000000000001,1.9,-1
1556,49.7,223,18.7,17.501,18,-0.199999999999999,-0.200000000000003,-1
1433,48,102,18.4,17.505,18,-0.5,1.3,0
1244,46.6,102,14.1,17.517,18,-0.199999999999999,0.299999999999997,-5
2056,50.2,221,14.6,17.519,18,-0.199999999999999,0.899999999999999,1
674,37,125,15.2,17.532,18,-0.699999999999999,6.7,1
448,45,155,14.9,17.543,18,-0.4,2.1,3
218,40.6,158,15.3,17.558,18,-0.300000000000001,0.899999999999999,-5
559,41.3,128,10.9,17.561,18,-0.200000000000001,0.600000000000001,-2
328,50.7,154,19.4,17.564,18,-0.199999999999999,0.5,-5
804,32.3,123,18.2,17.564,18,-0.899999999999999,3.3,1
1779,98.7,215,10.5,17.569,18,0,-0.100000000000009,0
107,56.1,172,16.9,17.577,18,-0.199999999999999,0,-14
987,48.8,99,19.7,17.583,18,-0.300000000000001,0.100000000000001,1
1557,49.5,222,18.5,17.587,18,-0.300000000000001,-3.1,0
1434,49.3,102,17.9,17.591,18,-0.299999999999997,-0.199999999999996,1
1245,46.9,97,13.9,17.603,18,-0.0999999999999996,1.1,5
2057,51.1,222,14.4,17.605,18,-0.300000000000001,1.4,0
675,43.7,126,14.5,17.618,18,-0.6,2.7,1
449,47.1,158,14.5,17.629,18,-0.300000000000001,1.2,13
219,41.5,153,15,17.644,18,-0.199999999999999,1.3,16
560,41.9,126,10.7,17.647,18,-0.199999999999999,0.300000000000004,1
329,51.2,149,19.2,17.65,18,-0.199999999999999,0.899999999999999,23
805,35.6,124,17.3,17.651,18,-0.600000000000001,1.4,-1
1780,98.6,215,10.5,17.655,18,-0.0999999999999996,0.100000000000009,-1
108,56.1,158,16.7,17.664,18,-0.199999999999999,1.4,-8
988,48.9,100,19.4,17.669,18,-0.199999999999999,1,0
1558,46.4,222,18.2,17.676,18,0,-1.4,1
1435,49.1,103,17.6,17.677,18,-0.5,0.600000000000001,-1
1246,48,102,13.8,17.689,18,-0.200000000000001,0.299999999999997,-1
2058,52.5,222,14.1,17.691,18,-0.0999999999999996,0.5,-1
676,46.4,127,13.9,17.704,18,-0.300000000000001,1.6,-1
450,48.3,171,14.2,17.715,18,-0.299999999999999,0.700000000000003,-2
220,42.8,169,14.8,17.73,18,-0.200000000000001,2.6,-6
561,42.2,127,10.5,17.735,18,-0.0999999999999996,0.599999999999994,0
330,52.1,172,19,17.736,18,-0.199999999999999,1.1,-16
806,37,123,16.7,17.737,18,-0.599999999999998,1,1
1781,98.7,214,10.4,17.742,18,0,-0.100000000000009,1
109,57.5,150,16.5,17.75,18,-0.199999999999999,0.5,2
989,49.9,100,19.2,17.755,18,-0.199999999999999,0.600000000000001,2
1559,45,223,18.2,17.762,18,-0.399999999999999,1,0
1436,49.7,102,17.1,17.763,18,-0.200000000000003,0.399999999999999,1
2059,53,221,14,17.777,18,-0.300000000000001,1.2,0
1247,48.3,101,13.6,17.777,18,-0.0999999999999996,0.700000000000003,0
677,48,126,13.6,17.79,18,-0.0999999999999996,1.6,-1
451,49,169,13.9,17.801,18,-0.0999999999999996,0.299999999999997,-9
221,45.4,163,14.6,17.816,18,-0.299999999999999,3.3,-9
562,42.8,127,10.4,17.821,18,0,0.400000000000006,0
331,53.2,156,18.8,17.822,18,0,-0.600000000000001,19
807,38,124,16.1,17.823,18,-0.400000000000002,1,0
1782,98.6,215,10.4,17.828,18,-0.0999999999999996,0.100000000000009,-1
110,58,152,16.3,17.837,18,-0.100000000000001,0.700000000000003,22
990,50.5,102,19,17.841,18,-0.100000000000001,0.5,-2
1437,50.1,103,16.9,17.849,18,-0.5,1.6,2
1560,46,223,17.8,17.849,18,-0.100000000000001,-0.100000000000001,1
1248,49,101,13.5,17.863,18,-0.0999999999999996,1.2,-2
2060,54.2,221,13.7,17.864,18,-0.0999999999999996,1.4,-1
678,49.6,125,13.5,17.877,18,-0.199999999999999,1.5,0
452,49.3,160,13.8,17.887,18,-0.200000000000001,0.400000000000006,-1
222,48.7,154,14.3,17.902,18,-0.300000000000001,0.199999999999996,16
563,43.2,127,10.4,17.907,18,-0.200000000000001,0.399999999999999,0
332,52.6,175,18.8,17.907,18,-0.199999999999999,0.5,-24
808,39,124,15.7,17.909,18,-0.299999999999999,0.299999999999997,2
1783,98.7,214,10.3,17.914,18,-0.100000000000001,0,1
111,58.7,174,16.2,17.923,18,-0.0999999999999979,0.399999999999999,-21
991,51,100,18.9,17.927,18,-0.199999999999999,0.200000000000003,-1
1561,45.9,224,17.7,17.935,18,-0.199999999999999,0.700000000000003,0
2061,55.6,220,13.6,17.949,18,-0.199999999999999,0.899999999999999,3
1249,50.2,99,13.4,17.95,18,-0.200000000000001,0.5,2
679,51.1,125,13.3,17.963,18,-0.200000000000001,1.4,1
453,49.7,159,13.6,17.973,18,-0.199999999999999,1.3,12
223,48.9,170,14,17.988,18,-0.199999999999999,-0.5,-16
564,43.6,127,10.2,17.993,18,-0.0999999999999996,0.5,-1
333,53.1,151,18.6,17.994,18,0,-0.700000000000003,3
809,39.3,126,15.4,17.995,18,-0.300000000000001,1.1,-2
1784,98.7,215,10.2,18.001,18,0,0.0999999999999943,0
112,59.1,153,16.1,18.009,18,-0.200000000000001,0.100000000000001,18
992,51.2,99,18.7,18.012,18,-0.0999999999999979,0.899999999999999,1
1562,46.6,224,17.5,18.021,18,-0.199999999999999,1.2,-4
1438,51.7,105,16.4,18.023,18,-0.299999999999997,0.799999999999997,-3
2062,56.5,223,13.4,18.036,18,-0.200000000000001,1.4,-7
1250,50.7,101,13.2,18.037,18,-0.0999999999999996,1.3,-3
680,52.5,126,13.1,18.049,18,-0.4,2.2,-2
454,51,171,13.4,18.059,18,0,-0.399999999999999,-17
224,48.4,154,13.8,18.074,18,-0.200000000000001,-1.7,5
565,44.1,126,10.1,18.079,18,0,-0.100000000000001,2
334,52.4,154,18.6,18.079,18,0,0.700000000000003,-4
810,40.4,124,15.1,18.081,18,-0.199999999999999,-1.7,1
1785,98.8,215,10.2,18.087,18,-0.199999999999999,0,0
113,59.2,171,15.9,18.095,18,-0.0999999999999996,0.699999999999996,-13
993,52.1,100,18.6,18.099,18,-0.100000000000001,0.100000000000001,1
1563,47.8,220,17.3,18.107,18,-0.100000000000001,1.7,3
1439,52.5,102,16.1,18.108,18,-0.100000000000001,0.399999999999999,1
2063,57.9,216,13.2,18.122,18,-0.199999999999999,1.4,7
1251,52,98,13.1,18.123,18,-0.199999999999999,0,1
681,54.7,124,12.7,18.135,18,-0.199999999999999,0.199999999999996,0
455,50.6,154,13.4,18.146,18,-0.0999999999999996,0.5,5
225,46.7,159,13.6,18.161,18,-0.199999999999999,0.299999999999997,-3
335,53.1,150,18.6,18.165,18,-0.200000000000003,0.199999999999996,2
566,44,128,10.1,18.166,18,0,-0.200000000000003,-1
811,38.7,125,14.9,18.167,18,-0.0999999999999996,0.899999999999999,-1
1786,98.8,215,10,18.173,18,-0.0999999999999996,0,2
114,59.9,158,15.8,18.182,18,-0.100000000000001,0.300000000000004,-7
994,52.2,101,18.5,18.184,18,0,0.399999999999999,-1
1564,49.5,223,17.2,18.193,18,-0.199999999999999,2,-4
1440,52.9,103,16,18.198,18,-0.199999999999999,1,-1
2064,59.3,223,13,18.208,18,-0.300000000000001,2,-2
1252,52,99,12.9,18.209,18,-0.0999999999999996,0.899999999999999,2
682,54.9,124,12.5,18.221,18,-0.4,1.3,2
456,51.1,159,13.3,18.232,18,-0.200000000000001,0.600000000000001,-4
226,47,156,13.4,18.247,18,-0.300000000000001,18,21
336,53.3,152,18.4,18.251,18,-0.0999999999999979,0.400000000000006,-1
812,39.6,124,14.8,18.253,18,-0.200000000000001,-1.6,0
567,43.8,127,10.1,18.253,18,-0.199999999999999,0.400000000000006,-1
1787,98.8,217,9.9,18.259,18,-0.200000000000001,0.100000000000009,0
115,60.2,151,15.7,18.268,18,-0.0999999999999996,0.399999999999999,3
995,52.6,100,18.5,18.27,18,0,-0.200000000000003,0
1565,51.5,219,17,18.28,18,-0.300000000000001,-0.399999999999999,2
1441,53.9,102,15.8,18.284,18,-0.200000000000001,0.700000000000003,-2
1253,52.9,101,12.8,18.295,18,-0.100000000000001,-0.100000000000001,-4
683,56.2,126,12.1,18.308,18,-0.199999999999999,1.4,0
457,51.7,155,13.1,18.319,18,-0.0999999999999996,0.699999999999996,0
337,53.7,151,18.3,18.337,18,-0.100000000000001,-0.100000000000001,-2
568,44.2,126,9.9,18.339,18,-2.9,23.3,2
813,38,124,14.6,18.339,18,-0.0999999999999996,0,3
1788,98.9,217,9.7,18.345,18,-0.0999999999999996,0,-2
116,60.6,154,15.6,18.354,18,-0.0999999999999996,0.699999999999996,-4
996,52.4,100,18.5,18.356,18,-0.100000000000001,-0.899999999999999,-1
1566,51.1,221,16.7,18.366,18,-0.0999999999999979,0.699999999999996,0
1442,54.6,100,15.6,18.37,18,-0.199999999999999,0.899999999999999,3
1254,52.8,97,12.7,18.381,18,-0.0999999999999996,0.700000000000003,5
2065,61.3,221,12.7,18.382,18,1.2,9.40000000000001,-2
684,57.6,126,11.9,18.394,18,-0.0999999999999996,-0.899999999999999,-1
458,52.4,155,13,18.405,18,-0.0999999999999996,0.300000000000004,18
338,53.6,149,18.2,18.423,18,-0.199999999999999,0.899999999999999,23
814,38,127,14.5,18.425,18,-0.0999999999999996,2.2,-2
1789,98.9,215,9.6,18.431,18,-2.6,-4.7,4
117,61.3,150,15.5,18.441,18,-5.1,1.6,6
997,51.5,99,18.4,18.442,18,-0.0999999999999979,2.5,1
1567,51.8,221,16.6,18.452,18,-5.8,28.8,-2
1443,55.5,103,15.4,18.456,18,-5.3,19.7,2
1255,53.5,102,12.6,18.468,18,-3.5,18.7,7
685,56.7,125,11.8,18.48,18,-5.1,6.09999999999999,4
459,52.7,173,12.9,18.491,18,1.5,-11.9,-47
339,54.5,172,18,18.509,18,-6.3,-1,-1
815,40.2,125,14.4,18.511,18,-5.1,25,3
1269,72.2,109,9.1,8.524,9,0.300000000000001,0.299999999999997,-5
2,58.6,172,14.1,8.535,9,-0.0999999999999996,-0.300000000000004,-11
1160,54,100,18.3,8.544,9,0.5,0.299999999999997,0
1329,60.5,151,10.1,8.547,9,-0.799999999999999,2.8,-44
1330,63.3,107,9.3,8.55,9,-0.4,1.5,0
1953,94.2,219,7,8.554,9,0.0999999999999996,1.39999999999999,1
1731,80.6,219,10.8,8.581,9,0.199999999999999,-0.399999999999992,4
360,53.5,171,11.7,8.59,9,0.200000000000001,0.100000000000001,-17
1270,72.5,104,9.4,8.611,9,0.199999999999999,0.299999999999997,0
884,77.3,100,10.1,8.621,9,0,0.5,0
3,58.3,161,14,8.621,9,0.199999999999999,-1.09999999999999,-4
1161,54.3,100,18.8,8.63,9,0.399999999999999,-1.7,-5
1331,64.8,107,8.9,8.636,9,-3.3,15.9,-2
1954,95.6,220,7.1,8.64,9,0.300000000000001,1.10000000000001,-1
825,65.2,128,9.3,8.664,9,-0.100000000000001,0.0999999999999943,-1
1732,80.2,223,11,8.667,9,0.4,-1.40000000000001,7
361,53.6,154,11.9,8.676,9,0.299999999999999,0.399999999999999,-2
570,67.5,128,7,8.679,9,-0.2,-1.90000000000001,0
227,65,177,13.1,8.689,9,0.700000000000001,-2,-3
1271,72.8,104,9.6,8.699,9,0.0999999999999996,0.700000000000003,1
571,65.6,128,6.8,8.703,9,-0.0999999999999996,0.5,2
885,77.8,100,10.1,8.707,9,0.0999999999999996,-0.599999999999994,-1
4,57.2,157,14.2,8.707,9,0.100000000000001,-1.2,-8
1162,52.6,95,19.2,8.716,9,0.100000000000001,0.600000000000001,5
572,66.1,130,6.7,8.718,9,0,0.600000000000009,-2
1332,80.7,105,5.6,8.723,9,-0.399999999999999,4.59999999999999,-3
1955,96.7,219,7.4,8.726,9,0.199999999999999,0,0
573,66.7,128,6.7,8.733,9,-0.100000000000001,-0.100000000000009,-1
826,65.3,127,9.2,8.751,9,-0.899999999999999,4.40000000000001,0
1733,78.8,230,11.4,8.753,9,0.4,-1.59999999999999,-7
362,54,152,12.2,8.762,9,-0.199999999999999,-1.7,-1
1272,73.5,105,9.7,8.785,9,0.300000000000001,-3,-1
886,77.2,99,10.2,8.793,9,0.300000000000001,0.599999999999994,1
5,56,149,14.3,8.794,9,0,1,24
1163,53.2,100,19.3,8.802,9,0.0999999999999979,-1.6,-3
1333,85.3,102,5.2,8.809,9,-0.100000000000001,1.10000000000001,0
1956,96.7,219,7.6,8.812,9,0.2,-0.299999999999997,1
574,66.6,127,6.6,8.822,9,0,0.600000000000009,0
827,69.7,127,8.3,8.837,9,0,1.39999999999999,1
1734,77.2,223,11.8,8.839,9,0.799999999999999,-2.8,3
363,52.3,151,12,8.849,9,0.199999999999999,0.800000000000004,4
228,63,174,13.8,8.861,9,0.199999999999999,-1,-18
1273,70.5,104,10,8.871,9,0.199999999999999,-1.09999999999999,-3
887,77.8,100,10.5,8.879,9,0.6,-1.59999999999999,1
6,57,173,14.3,8.88,9,0.299999999999999,-3.2,-8
1164,51.6,97,19.4,8.888,9,0.200000000000003,-0.899999999999999,2
1334,86.4,102,5.1,8.895,9,0.100000000000001,0.599999999999994,23
1957,96.4,220,7.8,8.899,9,-0.0999999999999996,-4.60000000000001,1
575,67.2,127,6.6,8.908,9,0.2,-1.2,1
703,62.8,129,6.7,8.916,9,-0.100000000000001,0.400000000000006,0
828,71.1,128,8.3,8.923,9,0.299999999999999,-1.3,0
1735,74.4,226,12.6,8.926,9,-0.199999999999999,-0.800000000000011,-2
462,40.8,126,14.4,8.934,9,0.4,0.400000000000006,-1
364,53.1,155,12.2,8.935,9,0.4,-1,18
229,62,156,14,8.947,9,0.199999999999999,-0.700000000000003,16
118,62.9,156,10.4,8.948,9,-0.200000000000001,-0.100000000000001,-3
704,63.2,129,6.6,8.952,9,-0.699999999999999,4,2
1274,69.4,101,10.2,8.957,9,0.200000000000001,1.39999999999999,2
1459,75.2,105,10.1,8.959,9,-0.199999999999999,1.3,100
888,76.2,101,11.1,8.965,9,0.9,-0.799999999999997,-1
7,53.8,165,14.6,8.966,9,0.200000000000001,1.8,-11
1165,50.7,99,19.6,8.974,9,-0.200000000000003,1.3,1
1335,87,125,5.2,8.981,9,0.0999999999999996,-0.200000000000003,-22
1958,91.8,221,7.7,8.985,9,0.3,1.8,-1
576,66,128,6.8,8.994,9,0.2,0.400000000000006,1
829,69.8,128,8.6,9.009,9,0.4,-0.200000000000003,-1
1736,73.6,224,12.4,9.013,9,0.199999999999999,0.900000000000006,-1
365,52.1,173,12.6,9.021,9,0.300000000000001,0.5,-20
230,61.3,172,14.2,9.034,9,0.200000000000001,0,5
119,62.8,153,10.2,9.034,9,0.100000000000001,-0.299999999999997,20
705,67.2,131,5.9,9.038,9,-0.7,3.2,-2
1275,70.8,103,10.4,9.043,9,0,-1,3
1460,76.5,205,9.9,9.046,9,-0.5,5.09999999999999,5
889,75.4,100,12,9.051,9,0.9,-2.90000000000001,1
8,55.6,154,14.8,9.052,9,0.399999999999999,-2.3,21
1166,52,100,19.4,9.06,9,-0.299999999999997,-1.5,0
1336,86.8,103,5.3,9.067,9,0.600000000000001,-0.0999999999999943,0
1959,93.6,220,8,9.071,9,0.0999999999999996,1.2,0
577,66.4,129,7,9.08,9,0.0999999999999996,-1.40000000000001,3
830,69.6,127,9,9.095,9,0.6,-0.199999999999989,0
1737,74.5,223,12.6,9.099,9,0.200000000000001,-1.59999999999999,-2
366,52.6,153,12.9,9.109,9,0.0999999999999996,-0.100000000000001,21
120,62.5,173,10.3,9.121,9,0.0999999999999996,0.399999999999999,-4
706,70.4,129,5.2,9.125,9,0.0999999999999996,0.699999999999989,0
1276,69.8,106,10.4,9.129,9,0,-1.09999999999999,-3
1461,81.6,210,9.4,9.132,9,0,0.800000000000011,8
890,72.5,101,12.9,9.137,9,0.4,-1.40000000000001,0
9,53.3,175,15.2,9.138,9,0.4,-0.699999999999996,-24
1337,86.7,103,5.9,9.153,9,0.399999999999999,-1.7,1
1960,94.8,220,8.1,9.158,9,0.200000000000001,-0.599999999999994,1
578,65,132,7.1,9.166,9,0.2,-0.400000000000006,-3
831,69.4,127,9.6,9.181,9,0.9,-1.5,-1
1738,72.9,221,12.8,9.186,9,0.199999999999999,0.0999999999999943,1
367,52.5,174,13,9.195,9,0,-1.4,-21
463,41.2,125,14.8,9.199,9,0,0.399999999999999,0
231,61.3,177,14.4,9.207,9,0.199999999999999,0.300000000000004,-25
121,62.9,169,10.4,9.207,9,0.299999999999999,0.700000000000003,-9
707,71.1,129,5.3,9.211,9,0.2,1.10000000000001,-1
1277,68.7,103,10.4,9.216,9,0.199999999999999,-0.400000000000006,1
1462,82.4,218,9.4,9.218,9,0.199999999999999,1.19999999999999,4
891,71.1,101,13.3,9.223,9,0.6,-2.59999999999999,1
10,52.6,151,15.6,9.224,9,0.200000000000001,-2.2,12
1167,50.5,100,19.1,9.234,9,0.0999999999999979,0.799999999999997,0
1338,85,104,6.3,9.241,9,0.600000000000001,-2,5
1961,94.2,221,8.3,9.244,9,0.199999999999999,-0.700000000000003,-1
579,64.6,129,7.3,9.252,9,0,-1.39999999999999,-2
832,67.9,126,10.5,9.267,9,0.4,-2.40000000000001,1
1739,73,222,13,9.272,9,0,-0.700000000000003,1
368,51.1,153,13,9.282,9,0.199999999999999,1,0
464,41.6,125,14.8,9.285,9,0.399999999999999,-2.8,0
122,63.6,160,10.7,9.293,9,0.100000000000001,-2.4,10
232,61.6,152,14.6,9.293,9,0.0999999999999996,-1.5,19
708,72.2,128,5.5,9.297,9,0.2,-2,0
1278,68.3,104,10.6,9.302,9,0.0999999999999996,-2,-1
1463,83.6,222,9.6,9.305,9,0.300000000000001,-0.799999999999997,0
892,68.5,102,13.9,9.309,9,0.299999999999999,-1.5,0
11,50.4,163,15.8,9.311,9,0.199999999999999,-2.1,9
1168,51.3,100,19.2,9.32,9,-0.0999999999999979,0.300000000000004,0
1339,83,109,6.9,9.327,9,0.399999999999999,0.200000000000003,-7
1962,93.5,220,8.5,9.331,9,0.0999999999999996,-5.09999999999999,0
580,63.2,127,7.3,9.339,9,0.2,0.5,1
833,65.5,127,10.9,9.353,9,0.9,-1.7,-1
1740,72.3,223,13,9.357,9,-0.0999999999999996,1.2,-1
369,52.1,153,13.2,9.368,9,0,-1.3,1
465,38.8,125,15.2,9.371,9,0.200000000000001,0.800000000000004,0
233,60.1,171,14.7,9.379,9,0.100000000000001,0.5,-1
123,61.2,170,10.8,9.379,9,0.0999999999999996,-0.400000000000006,-18
709,70.2,128,5.7,9.384,9,0.2,-0.200000000000003,2
1279,66.3,103,10.7,9.387,9,0.5,-3.7,0
1464,82.8,222,9.9,9.391,9,0.5,-0.200000000000003,-1
893,67,102,14.2,9.395,9,0.4,-0.400000000000006,0
12,48.3,172,16,9.398,9,0,0.100000000000001,-7
1169,51.6,100,19.1,9.406,9,0,-1.1,-1
1340,83.2,102,7.3,9.413,9,0.4,-0.799999999999997,1
1963,88.4,220,8.6,9.417,9,0,1.39999999999999,0
581,63.7,128,7.5,9.425,9,0.2,-1.2,0
834,63.8,126,11.8,9.439,9,0.199999999999999,-1.2,0
1741,73.5,222,12.9,9.444,9,0.0999999999999996,1.90000000000001,0
370,50.8,154,13.2,9.454,9,0,1.3,24
466,39.6,125,15.4,9.457,9,0.0999999999999996,-6.4,-2
124,60.8,152,10.9,9.465,9,0.199999999999999,0.600000000000001,22
234,60.6,170,14.8,9.466,9,-0.100000000000001,-0.399999999999999,-16
710,70,130,5.9,9.47,9,0.5,0,-2
1280,62.6,103,11.2,9.474,9,0.4,-1.2,-1
1465,82.6,221,10.4,9.478,9,0.199999999999999,-1.69999999999999,3
894,66.6,102,14.6,9.482,9,0.5,-0.0999999999999943,-3
13,48.4,165,16,9.484,9,-0.0999999999999996,0.399999999999999,10
1170,50.5,99,19.1,9.492,9,-0.100000000000001,-0.100000000000001,1
1341,82.4,103,7.7,9.499,9,0.3,-1.10000000000001,1
1964,89.8,220,8.6,9.503,10,0.5,-14.7,1
582,62.5,128,7.7,9.511,10,0.0999999999999996,0.600000000000001,0
835,62.6,126,12,9.525,10,1,-0.399999999999999,-1
1742,75.4,222,13,9.53,10,0.699999999999999,-2,4
467,33.2,123,15.5,9.543,10,0.199999999999999,1.9,2
125,61.4,174,11.1,9.551,10,0.0999999999999996,-1.4,-16
235,60.2,154,14.7,9.554,10,0.4,-0.5,18
711,70,128,6.4,9.556,10,0.199999999999999,-0.599999999999994,-1
1281,61.4,102,11.6,9.56,10,0.200000000000001,-1.5,2
1466,80.9,224,10.6,9.564,10,0.5,0.299999999999997,-6
895,66.5,99,15.1,9.568,10,0.5,-2.3,1
14,48.8,175,15.9,9.57,10,0.0999999999999996,0.800000000000004,-18
1171,50.4,100,19,9.578,10,-0.100000000000001,0.800000000000004,2
1342,81.3,104,8,9.586,10,0.4,-1.5,-2
1965,75.1,221,9.1,9.589,10,0.4,-4.59999999999999,-2
583,63.1,128,7.8,9.597,10,0,-0.399999999999999,0
836,62.2,125,13,9.611,10,0.4,-0.800000000000004,-1
1743,73.4,226,13.7,9.616,10,0.4,-0.600000000000009,-3
468,35.1,125,15.7,9.629,10,0,-0.600000000000001,0
126,60,158,11.2,9.637,10,0.100000000000001,0.200000000000003,-4
236,59.7,172,15.1,9.64,10,0.5,-0.5,-14
712,69.4,127,6.6,9.642,10,0.4,-1.5,0
1282,59.9,104,11.8,9.646,10,0.199999999999999,0.100000000000001,-5
1467,81.2,218,11.1,9.65,10,0.200000000000001,-1.2,9
896,64.2,100,15.6,9.654,10,0.500000000000002,-5.7,-1
15,49.6,157,16,9.656,10,0.199999999999999,-2.3,6
1172,51.2,102,18.9,9.664,10,0.100000000000001,-0.300000000000004,-3
1343,79.8,102,8.4,9.672,10,0.5,-1.39999999999999,2
1966,70.5,219,9.5,9.676,10,0.0999999999999996,-3.2,0
584,62.7,128,7.8,9.685,10,0.399999999999999,0.199999999999996,1
837,61.4,124,13.4,9.698,10,0.199999999999999,0.899999999999999,2
1744,72.8,223,14.1,9.702,10,0.200000000000001,-4.59999999999999,0
371,52.1,178,13.2,9.713,10,0,0.899999999999999,-25
469,34.5,125,15.7,9.717,10,0,0.5,0
127,60.2,154,11.3,9.724,10,0,-1.8,5
237,59.2,158,15.6,9.726,10,0.200000000000001,-0.100000000000001,1
713,67.9,127,7,9.728,10,0.2,-1.40000000000001,1
1283,60,99,12,9.732,10,0.0999999999999996,-1.7,4
1468,80,227,11.3,9.737,10,0.5,-2.90000000000001,-5
897,58.5,99,16.1,9.741,10,0.799999999999997,-4.3,1
16,47.3,163,16.2,9.742,10,0,0.400000000000006,-12
1173,50.9,99,19,9.75,10,0.600000000000001,0,0
1344,78.4,104,8.9,9.758,10,0.299999999999999,-2.30000000000001,0
1967,67.3,219,9.6,9.761,10,0,-0.599999999999994,0
838,62.3,126,13.6,9.784,10,0.5,-1.09999999999999,-1
1745,68.2,223,14.3,9.788,10,0.299999999999999,-1.90000000000001,-10
372,53,153,13.2,9.799,10,0.200000000000001,-0.899999999999999,1
470,35,125,15.7,9.803,10,-0.199999999999999,0.399999999999999,0
128,58.4,159,11.3,9.81,10,0.199999999999999,1.1,-5
238,59.1,159,15.8,9.814,10,0,-0.800000000000004,0
714,66.5,128,7.2,9.815,10,0.399999999999999,-0.5,0
1284,58.3,103,12.1,9.818,10,0.5,-1.09999999999999,1
1469,77.1,222,11.8,9.824,10,0.299999999999999,0,1
898,54.2,100,16.9,9.827,10,0.300000000000001,-0.100000000000001,-1
17,47.7,151,16.2,9.828,10,0.400000000000002,1,20
1174,50.9,99,19.6,9.836,10,0.199999999999999,-1.1,0
1345,76.1,104,9.2,9.844,10,0.5,-0.299999999999997,0
1968,66.7,219,9.6,9.848,10,0.200000000000001,-1,1
585,62.9,129,8.2,9.859,10,0,-2.2,-5
839,61.2,125,14.1,9.87,10,0.300000000000001,-2.1,-1
1746,66.3,213,14.6,9.874,10,0.300000000000001,-2.8,12
373,52.1,154,13.4,9.885,10,0.199999999999999,-0.5,13
471,35.4,125,15.5,9.889,10,0.0999999999999996,0.600000000000001,0
129,59.5,154,11.5,9.897,10,0.300000000000001,-1,11
239,58.3,159,15.8,9.901,10,0.199999999999999,-2.2,4
715,66,128,7.6,9.901,10,0.100000000000001,-1,-1
1285,57.2,104,12.6,9.904,10,0,0,0
1470,77.1,223,12.1,9.911,10,0.9,-2.3,0
899,54.1,99,17.2,9.913,10,0.5,-0.700000000000003,0
18,48.7,171,16.6,9.914,10,0.399999999999999,-3.2,4
1175,49.8,99,19.8,9.922,10,-0.100000000000001,0.300000000000004,2
1346,75.8,104,9.7,9.93,10,0.4,-0.5,3
1969,65.7,220,9.8,9.934,10,0.0999999999999996,-3.2,0
586,60.7,124,8.2,9.945,10,0,-0.200000000000003,6
840,59.1,124,14.4,9.956,10,0.299999999999999,-1.2,1
1747,63.5,225,14.9,9.96,10,0,0.799999999999997,-2
374,51.6,167,13.6,9.971,10,-0.199999999999999,0.699999999999996,0
472,36,125,15.6,9.975,10,-0.299999999999999,0.399999999999999,0
130,58.5,165,11.8,9.984,10,0,-0.600000000000001,5
240,56.1,163,16,9.987,10,0.300000000000001,-0.899999999999999,11
716,65,127,7.7,9.987,10,0.2,0.400000000000006,2
1286,57.2,104,12.6,9.99,10,0.300000000000001,0.599999999999994,-1
900,53.4,99,17.7,9.999,10,-0.0999999999999979,-1.2,1
