,humidity,rain,temperature,timestamp,hour
418,46.2,160,16.3,2024-08-31 14:37:04.898000,15
419,48.5,171,16.6,2024-08-31 14:42:14.358000,15
420,44.5,161,17.2,2024-08-31 14:47:23.922000,15
421,43.5,166,16.9,2024-08-31 14:52:33.483000,15
422,43.6,161,16.9,2024-08-31 14:57:43.042000,15
423,43.9,172,16.8,2024-08-31 15:02:52.595000,15
424,42.6,172,16.7,2024-08-31 15:08:02.165000,15
425,42.1,172,16.6,2024-08-31 15:18:21.679000,15
426,42,172,16.3,2024-08-31 15:28:41.010000,15
427,42.2,172,16.2,2024-08-31 15:33:50.673000,16
428,42.8,174,16.2,2024-08-31 15:39:00.233000,16
429,43.7,172,16.4,2024-08-31 15:44:09.795000,16
430,41.6,178,16.4,2024-08-31 15:49:19.455000,16
431,42.2,170,16.1,2024-08-31 15:54:29.117000,16
432,43.9,157,16.1,2024-08-31 16:04:48.235000,16
433,44.5,160,15.9,2024-08-31 16:09:57.898000,16
434,44.2,155,15.8,2024-08-31 16:15:07.571000,16
435,45.5,171,15.6,2024-08-31 16:20:17.224000,16
436,43.7,163,15.5,2024-08-31 16:30:36.551000,16
437,44.3,173,15.4,2024-08-31 16:35:46.209000,17
438,44.6,174,15.6,2024-08-31 16:40:55.971000,17
439,44.5,162,15.6,2024-08-31 16:46:05.655000,17
440,43.6,157,15.5,2024-08-31 16:51:15.296000,17
441,44.6,168,15.5,2024-08-31 16:56:24.963000,17
442,42.9,169,15.3,2024-08-31 17:01:34.631000,17
443,44.4,169,15.3,2024-08-31 17:06:44.287000,17
444,44.4,171,15.3,2024-08-31 17:11:53.946000,17
445,44.7,168,15.2,2024-08-31 17:17:03.719000,17
446,44.1,155,15.2,2024-08-31 17:22:13.372000,17
447,44.6,171,15.3,2024-08-31 17:27:23.035000,17
448,45,155,14.9,2024-08-31 17:32:34.087000,18
449,47.1,158,14.5,2024-08-31 17:37:45.650000,18
450,48.3,171,14.2,2024-08-31 17:42:55.300000,18
451,49,169,13.9,2024-08-31 17:48:05.068000,18
452,49.3,160,13.8,2024-08-31 17:53:14.793000,18
453,49.7,159,13.6,2024-08-31 17:58:24.631000,18
454,51,171,13.4,2024-08-31 18:03:34.257000,18
455,50.6,154,13.4,2024-08-31 18:08:44.019000,18
456,51.1,159,13.3,2024-08-31 18:13:56.757000,18
457,51.7,155,13.1,2024-08-31 18:19:09.292000,18
458,52.4,155,13,2024-08-31 18:24:19.046000,18
459,52.7,173,12.9,2024-08-31 18:29:28.711000,18
460,53,159,12.8,2024-08-31 18:34:38.476000,19
461,53.5,171,12.6,2024-08-31 18:39:48.136000,19
462,40.8,126,14.4,2024-09-02 08:56:02.156000,9
463,41.2,125,14.8,2024-09-02 09:11:56.946000,9
464,41.6,125,14.8,2024-09-02 09:17:06.598000,9
465,38.8,125,15.2,2024-09-02 09:22:16.357000,9
466,39.6,125,15.4,2024-09-02 09:27:26.535000,9
467,33.2,123,15.5,2024-09-02 09:32:36.195000,10
468,35.1,125,15.7,2024-09-02 09:37:45.860000,10
469,34.5,125,15.7,2024-09-02 09:43:00.405000,10
470,35,125,15.7,2024-09-02 09:48:10.442000,10
471,35.4,125,15.5,2024-09-02 09:53:20.534000,10
472,36,125,15.6,2024-09-02 09:58:31.793000,10
473,36.4,125,15.3,2024-09-02 10:03:41.514000,10
474,40.8,129,15,2024-09-02 10:08:51.205000,10
475,45,124,14.9,2024-09-02 10:14:01.068000,10
476,46.7,126,14.8,2024-09-02 10:19:10.846000,10
477,47.9,125,14.7,2024-09-02 10:24:20.700000,10
478,47.2,126,14.5,2024-09-02 10:29:30.460000,10
479,48.8,125,14.4,2024-09-02 10:34:40.225000,11
480,49.7,125,14.8,2024-09-02 10:39:49.990000,11
481,50.4,125,14.5,2024-09-02 10:44:59.653000,11
482,49.8,124,14.4,2024-09-02 10:50:09.827000,11
483,50.3,126,14.2,2024-09-02 10:55:19.692000,11
484,51.2,125,14.2,2024-09-02 11:00:29.457000,11
485,51.2,127,14.4,2024-09-02 11:05:39.324000,11
486,53.2,126,13.9,2024-09-02 11:10:49.191000,11
487,54.2,125,13.8,2024-09-02 11:15:59.160000,11
488,53.9,125,13.8,2024-09-02 11:21:09.024000,11
489,53.6,124,13.6,2024-09-02 11:26:19.250000,11
490,54.1,125,13.7,2024-09-02 11:31:29.066000,12
491,53.9,125,14,2024-09-02 11:36:39.031000,12
492,55.3,125,13.6,2024-09-02 11:41:49.466000,12
493,55.4,126,14.3,2024-09-02 11:46:59.472000,12
494,54.9,124,14.1,2024-09-02 11:52:09.272000,12
495,56.5,124,14.3,2024-09-02 11:57:19.013000,12
496,56.9,125,13.8,2024-09-02 12:02:29.830000,12
497,57.4,128,14,2024-09-02 12:07:39.588000,12
498,56.5,125,14,2024-09-02 12:12:49.844000,12
499,54.3,127,13.3,2024-09-02 12:17:59.820000,12
500,55.2,126,13,2024-09-02 12:23:09.779000,12
501,55.2,126,12.7,2024-09-02 12:28:19.648000,12
502,53.8,125,12.9,2024-09-02 12:33:29.535000,13
503,53.9,126,12.8,2024-09-02 12:38:39.381000,13
504,54.8,126,12.6,2024-09-02 12:43:49.349000,13
505,55,126,12.1,2024-09-02 12:49:02.590000,13
506,55.8,126,12.4,2024-09-02 12:54:14.174000,13
507,55.7,126,12.7,2024-09-02 12:59:24.014000,13
508,52.4,126,12.9,2024-09-02 13:04:33.941000,13
509,50.7,126,13.4,2024-09-02 13:09:46.806000,13
510,48.7,125,13.1,2024-09-02 13:14:59.710000,13
511,47.4,126,13.4,2024-09-02 13:20:09.885000,13
512,45,125,13,2024-09-02 13:25:20.123000,13
513,44.1,126,13.3,2024-09-02 13:30:30.092000,14
514,43.5,126,13.1,2024-09-02 13:35:40.642000,14
515,41.2,124,13.5,2024-09-02 13:40:50.475000,14
516,42.1,127,13.6,2024-09-02 13:46:00.347000,14
517,39.8,126,13.9,2024-09-02 13:51:10.524000,14
518,40.5,125,13.2,2024-09-02 13:56:20.926000,14
519,41.1,125,14,2024-09-02 14:06:46.462000,14
520,40.8,126,13.8,2024-09-02 14:11:56.332000,14
521,41.3,125,13.3,2024-09-02 14:17:09.217000,14
522,37.8,121,13.4,2024-09-02 14:22:19.650000,14
523,38.2,125,13.5,2024-09-02 14:27:31.410000,14
524,37.9,126,13.6,2024-09-02 14:32:41.337000,15
525,37.1,125,13.5,2024-09-02 14:37:51.198000,15
526,36.4,126,13.3,2024-09-02 14:43:01.068000,15
527,36.8,126,13.3,2024-09-02 14:48:11.447000,15
528,35.8,126,13.4,2024-09-02 14:53:21.621000,15
529,37.1,126,13.1,2024-09-02 14:58:31.488000,15
530,36.6,125,13.2,2024-09-02 15:03:41.364000,15
531,36.6,126,13,2024-09-02 15:08:51.649000,15
532,37,125,12.7,2024-09-02 15:14:01.812000,15
533,36.9,125,13.1,2024-09-02 15:19:12.611000,15
534,36.2,126,13.2,2024-09-02 15:24:22.587000,15
535,35.5,127,12.7,2024-09-02 15:29:33.518000,15
536,36.6,127,12.8,2024-09-02 15:34:43.812000,16
537,37.6,125,12.8,2024-09-02 15:39:53.797000,16
538,38.2,126,12.5,2024-09-02 15:45:03.770000,16
539,37.3,126,12.6,2024-09-02 15:50:13.892000,16
540,38.1,125,12.7,2024-09-02 15:55:24.415000,16
541,37.6,127,12.6,2024-09-02 16:00:34.291000,16
542,38.3,125,12.6,2024-09-02 16:05:44.259000,16
543,38.6,125,12.9,2024-09-02 16:10:54.334000,16
544,38.8,125,12.8,2024-09-02 16:16:04.199000,16
545,38.6,125,12.8,2024-09-02 16:21:14.167000,16
546,37.8,126,12.3,2024-09-02 16:26:24.343000,16
547,37.7,127,11.9,2024-09-02 16:31:35.981000,17
548,36.9,126,12.1,2024-09-02 16:36:46.026000,17
549,36.9,127,12,2024-09-02 16:41:56.100000,17
550,37,126,11.9,2024-09-02 16:47:07.279000,17
551,38,126,11.7,2024-09-02 16:52:17.367000,17
552,38.4,125,11.7,2024-09-02 16:57:27.402000,17
553,39.1,127,11.7,2024-09-02 17:02:38.439000,17
554,40.3,125,11.6,2024-09-02 17:07:48.404000,17
555,40.6,126,11.5,2024-09-02 17:12:58.371000,17
556,40.5,126,11.9,2024-09-02 17:18:08.851000,17
557,40.8,126,11.5,2024-09-02 17:23:19.536000,17
558,40.1,122,11.2,2024-09-02 17:28:29.811000,17
559,41.3,128,10.9,2024-09-02 17:33:40.305000,18
560,41.9,126,10.7,2024-09-02 17:38:50.481000,18
561,42.2,127,10.5,2024-09-02 17:44:06.376000,18
562,42.8,127,10.4,2024-09-02 17:49:16.342000,18
563,43.2,127,10.4,2024-09-02 17:54:26.416000,18
564,43.6,127,10.2,2024-09-02 17:59:36.497000,18
565,44.1,126,10.1,2024-09-02 18:04:46.663000,18
566,44,128,10.1,2024-09-02 18:09:56.742000,18
567,43.8,127,10.1,2024-09-02 18:15:09.303000,18
568,44.2,126,9.9,2024-09-02 18:20:19.337000,18
569,62.3,129,7.4,2024-09-03 08:30:02.328000,8
570,67.5,128,7,2024-09-03 08:40:45.611000,9
571,65.6,128,6.8,2024-09-03 08:42:11.524000,9
572,66.1,130,6.7,2024-09-03 08:43:06.820000,9
573,66.7,128,6.7,2024-09-03 08:44:00.689000,9
574,66.6,127,6.6,2024-09-03 08:49:18.280000,9
575,67.2,127,6.6,2024-09-03 08:54:29.386000,9
576,66,128,6.8,2024-09-03 08:59:39.394000,9
577,66.4,129,7,2024-09-03 09:04:49.465000,9
578,65,132,7.1,2024-09-03 09:09:59.435000,9
579,64.6,129,7.3,2024-09-03 09:15:09.502000,9
580,63.2,127,7.3,2024-09-03 09:20:19.474000,9
581,63.7,128,7.5,2024-09-03 09:25:29.341000,9
582,62.5,128,7.7,2024-09-03 09:30:39.309000,10
583,63.1,128,7.8,2024-09-03 09:35:49.275000,10
584,62.7,128,7.8,2024-09-03 09:41:05.128000,10
585,62.9,129,8.2,2024-09-03 09:51:32.817000,10
586,60.7,124,8.2,2024-09-03 09:56:42.690000,10
587,60.5,130,8.2,2024-09-03 10:01:52.642000,10
588,62,128,8.3,2024-09-03 10:07:02.723000,10
589,62.6,128,8.7,2024-09-03 10:12:12.683000,10
590,60.9,127,8.8,2024-09-03 10:17:22.651000,10
591,60.3,131,8.8,2024-09-03 10:22:32.785000,10
592,60.2,126,8.8,2024-09-03 10:27:42.582000,10
593,58.7,126,9,2024-09-03 10:32:52.552000,11
594,57.8,128,9.1,2024-09-03 10:38:02.525000,11
595,58.1,125,9.3,2024-09-03 10:43:12.388000,11
596,57.2,128,9.4,2024-09-03 10:48:22.358000,11
597,55.9,127,9.5,2024-09-03 10:53:32.227000,11
598,56.7,126,9.8,2024-09-03 10:58:44.837000,11
599,54.9,127,10.1,2024-09-03 11:03:54.620000,11
600,53.4,126,10,2024-09-03 11:09:07.766000,11
601,54.8,126,10,2024-09-03 11:14:20.814000,11
602,54.7,125,10.5,2024-09-03 11:19:30.565000,11
603,54.3,127,10.4,2024-09-03 11:24:45.152000,11
604,52.5,127,10.3,2024-09-03 11:29:55.147000,11
605,53.2,126,10.6,2024-09-03 11:35:05.005000,12
606,52.7,128,10.8,2024-09-03 11:40:18.641000,12
607,51.9,125,10.9,2024-09-03 11:45:36.771000,12
608,46.7,126,11.1,2024-09-03 11:50:46.470000,12
609,48.5,131,11.2,2024-09-03 11:55:56.221000,12
610,46.7,125,11.2,2024-09-03 12:01:11.247000,12
611,45,124,11.3,2024-09-03 12:06:23.602000,12
612,48.3,127,11.7,2024-09-03 12:11:33.336000,12
613,46.9,126,11.9,2024-09-03 12:16:42.982000,12
614,44.5,126,12.2,2024-09-03 12:21:52.880000,12
615,44.4,124,12.5,2024-09-03 12:27:02.597000,12
616,42.5,127,12.7,2024-09-03 12:32:12.686000,13
617,42.4,127,12.6,2024-09-03 12:37:24.623000,13
618,42.7,125,13,2024-09-03 12:42:34.238000,13
619,42.3,123,13.3,2024-09-03 12:47:46.322000,13
620,43,125,13.2,2024-09-03 12:52:55.917000,13
621,41.3,126,13.5,2024-09-03 12:58:05.681000,13
622,43.1,125,13.4,2024-09-03 13:03:15.341000,13
623,42.2,124,13.8,2024-09-03 13:08:25.105000,13
624,41.1,125,13.8,2024-09-03 13:13:35.001000,13
625,42.7,124,13.7,2024-09-03 13:18:44.850000,13
626,42.7,123,14.1,2024-09-03 13:23:54.812000,13
627,43.6,124,14.2,2024-09-03 13:29:04.673000,13
628,40.2,124,14.2,2024-09-03 13:34:15.204000,14
629,40.6,125,14.2,2024-09-03 13:39:27.096000,14
630,39.9,124,14.5,2024-09-03 13:44:41.726000,14
631,41.1,124,14.5,2024-09-03 13:49:53.166000,14
632,41.2,124,14.3,2024-09-03 13:55:02.819000,14
633,40.6,126,14.9,2024-09-03 14:00:15.438000,14
634,39,124,14.9,2024-09-03 14:05:25.103000,14
635,40.5,122,15.1,2024-09-03 14:10:34.667000,14
636,38,122,15,2024-09-03 14:15:44.228000,14
637,38.8,125,15,2024-09-03 14:20:53.793000,14
638,39.6,126,15.4,2024-09-03 14:26:03.357000,14
639,37.6,123,15.3,2024-09-03 14:31:13.007000,15
640,37.8,125,14.8,2024-09-03 14:36:22.667000,15
641,37.3,125,15.2,2024-09-03 14:41:32.227000,15
642,39.3,122,15.3,2024-09-03 14:46:41.785000,15
643,38.5,126,15.5,2024-09-03 14:51:51.351000,15
644,36,124,15.4,2024-09-03 14:57:04.190000,15
645,35.4,125,15.3,2024-09-03 15:02:13.971000,15
646,38.7,124,15.3,2024-09-03 15:07:25.468000,15
647,37.5,125,15.4,2024-09-03 15:12:35.735000,15
648,35.4,125,15.4,2024-09-03 15:17:45.306000,15
649,34,123,16.3,2024-09-03 15:22:54.849000,15
650,37.4,123,16,2024-09-03 15:28:04.299000,15
651,35.1,123,15.4,2024-09-03 15:33:13.758000,16
652,38,123,15.3,2024-09-03 15:38:23.300000,16
653,36.7,124,15.2,2024-09-03 15:43:32.780000,16
654,37.3,124,15.1,2024-09-03 15:48:42.231000,16
655,37.1,123,15,2024-09-03 15:53:51.793000,16
656,38.7,125,15.2,2024-09-03 15:59:01.352000,16
657,35.8,124,15.3,2024-09-03 16:04:10.918000,16
658,35.6,124,15.3,2024-09-03 16:09:20.265000,16
659,37.8,124,15.3,2024-09-03 16:14:29.838000,16
660,37,124,15.1,2024-09-03 16:19:39.386000,16
661,38.5,123,15.2,2024-09-03 16:24:49.268000,16
662,37.8,125,15.4,2024-09-03 16:29:58.913000,16
663,35.6,121,15.4,2024-09-03 16:35:08.583000,17
664,35.7,124,15.4,2024-09-03 16:40:18.237000,17
665,34.9,127,15.4,2024-09-03 16:45:27.900000,17
666,38.1,125,15.3,2024-09-03 16:50:37.461000,17
667,38.3,125,15.2,2024-09-03 16:55:47.119000,17
668,39.8,125,15,2024-09-03 17:00:56.677000,17
669,40.9,125,15.1,2024-09-03 17:06:06.235000,17
670,37.4,125,14.9,2024-09-03 17:11:15.796000,17
671,35.7,126,15.9,2024-09-03 17:16:25.561000,17
672,33,126,17.2,2024-09-03 17:21:35.014000,17
673,34.6,125,16.4,2024-09-03 17:26:44.470000,17
674,37,125,15.2,2024-09-03 17:31:56.345000,18
675,43.7,126,14.5,2024-09-03 17:37:05.953000,18
676,46.4,127,13.9,2024-09-03 17:42:15.607000,18
677,48,126,13.6,2024-09-03 17:47:25.174000,18
678,49.6,125,13.5,2024-09-03 17:52:36.246000,18
679,51.1,125,13.3,2024-09-03 17:57:46.187000,18
680,52.5,126,13.1,2024-09-03 18:02:55.804000,18
681,54.7,124,12.7,2024-09-03 18:08:07.917000,18
682,54.9,124,12.5,2024-09-03 18:13:17.907000,18
683,56.2,126,12.1,2024-09-03 18:18:30.063000,18
684,57.6,126,11.9,2024-09-03 18:23:40.117000,18
685,56.7,125,11.8,2024-09-03 18:28:49.989000,18
686,58.6,128,11.6,2024-09-03 18:34:00.934000,19
687,59.4,125,11.4,2024-09-03 18:39:10.594000,19
688,59.7,127,11.3,2024-09-03 18:44:20.460000,19
689,62,125,11.2,2024-09-03 18:49:30.229000,19
690,61.7,125,11,2024-09-03 18:54:39.989000,19
691,62.5,127,10.9,2024-09-03 18:59:49.753000,19
692,63.5,127,10.7,2024-09-03 19:04:59.518000,19
693,64,126,10.6,2024-09-03 19:10:09.282000,19
694,64.4,124,10.5,2024-09-03 19:15:19.146000,19
695,65.2,126,10.4,2024-09-03 19:20:29.016000,19
696,66.5,124,10.2,2024-09-03 19:25:38.879000,19
697,66.6,129,10.1,2024-09-03 19:30:48.747000,20
698,67.4,125,10,2024-09-03 19:35:58.518000,20
699,68.1,127,9.9,2024-09-03 19:41:08.279000,20
700,68.8,126,9.8,2024-09-03 19:46:18.149000,20
701,68.6,124,9.7,2024-09-03 19:51:28.117000,20
702,69.7,125,9.6,2024-09-03 19:56:38.082000,20
703,62.8,129,6.7,2024-09-04 08:54:58.818000,9
704,63.2,129,6.6,2024-09-04 08:57:08.310000,9
705,67.2,131,5.9,2024-09-04 09:02:18.424000,9
706,70.4,129,5.2,2024-09-04 09:07:31.162000,9
707,71.1,129,5.3,2024-09-04 09:12:41.231000,9
708,72.2,128,5.5,2024-09-04 09:17:51.308000,9
709,70.2,128,5.7,2024-09-04 09:23:01.505000,9
710,70,130,5.9,2024-09-04 09:28:11.650000,9
711,70,128,6.4,2024-09-04 09:33:21.721000,10
712,69.4,127,6.6,2024-09-04 09:38:31.918000,10
713,67.9,127,7,2024-09-04 09:43:42.637000,10
714,66.5,128,7.2,2024-09-04 09:48:53.036000,10
715,66,128,7.6,2024-09-04 09:54:03.706000,10
716,65,127,7.7,2024-09-04 09:59:13.713000,10
717,65.4,129,7.9,2024-09-04 10:04:23.686000,10
718,67.3,129,8.3,2024-09-04 10:09:33.755000,10
719,65.1,127,8.5,2024-09-04 10:14:43.727000,10
720,65.6,126,8.6,2024-09-04 10:19:53.694000,10
721,66.4,129,8.6,2024-09-04 10:25:03.659000,10
722,65.5,128,9.2,2024-09-04 10:30:13.627000,10
723,64.7,126,9.6,2024-09-04 10:35:25.324000,11
724,61.6,127,10.2,2024-09-04 10:40:37.607000,11
725,60.9,127,10.5,2024-09-04 10:45:47.328000,11
726,59.7,128,10.6,2024-09-04 10:50:57.187000,11
727,60.8,125,11,2024-09-04 10:56:07.348000,11
728,59.3,127,11.1,2024-09-04 11:01:17.127000,11
729,58.7,126,11.6,2024-09-04 11:06:26.887000,11
730,58.2,126,11.6,2024-09-04 11:11:37.638000,11
731,58.8,126,12,2024-09-04 11:16:47.339000,11
732,55.7,126,12.8,2024-09-04 11:21:57.106000,11
733,53.8,125,13,2024-09-04 11:27:06.764000,11
734,53.6,125,13.2,2024-09-04 11:32:16.426000,12
735,51.6,124,13.6,2024-09-04 11:37:26.093000,12
736,47.1,124,14.2,2024-09-04 11:42:35.752000,12
737,45.5,125,14.7,2024-09-04 11:47:51.665000,12
738,42.4,123,14.7,2024-09-04 11:53:04.294000,12
739,43.7,125,15.2,2024-09-04 11:58:13.849000,12
740,43.7,124,15.2,2024-09-04 12:03:28.039000,12
741,42.1,125,15.5,2024-09-04 12:08:41.057000,12
742,43.9,125,15.2,2024-09-04 12:13:50.818000,12
743,40.1,126,15.3,2024-09-04 12:19:04.607000,12
744,37.6,124,16.1,2024-09-04 12:24:14.137000,12
745,40.5,123,16.2,2024-09-04 12:29:25.172000,12
746,39.4,126,15.9,2024-09-04 12:34:34.690000,13
747,37.4,123,16.5,2024-09-04 12:39:44.705000,13
748,38.7,123,16.3,2024-09-04 12:44:54.319000,13
749,38.7,123,16.3,2024-09-04 12:50:03.877000,13
750,35.4,124,17.1,2024-09-04 12:55:13.761000,13
751,36,123,17.2,2024-09-04 13:00:24.126000,13
752,35.1,121,17.4,2024-09-04 13:05:34.788000,13
753,35.1,123,17.2,2024-09-04 13:10:44.269000,13
754,34.9,123,17.3,2024-09-04 13:15:53.722000,13
755,32.8,123,17.7,2024-09-04 13:21:03.178000,13
756,33.5,122,17.6,2024-09-04 13:26:12.575000,13
757,28.2,123,17.7,2024-09-04 13:31:21.988000,14
758,26.7,123,18.3,2024-09-04 13:36:32.227000,14
759,28.2,123,18.3,2024-09-04 13:41:41.616000,14
760,27.4,123,18.3,2024-09-04 13:46:51.074000,14
761,26,122,18.7,2024-09-04 13:52:02.848000,14
762,29.4,123,18.6,2024-09-04 13:57:12.627000,14
763,28.4,123,18.5,2024-09-04 14:02:22.385000,14
764,28.8,123,18.8,2024-09-04 14:07:31.770000,14
765,28.8,123,18.7,2024-09-04 14:12:41.224000,14
766,30.1,124,18.9,2024-09-04 14:17:50.682000,14
767,30.1,122,18.8,2024-09-04 14:23:00.138000,14
768,32.1,122,18.8,2024-09-04 14:28:09.581000,14
769,30.2,122,19.1,2024-09-04 14:33:18.945000,15
770,29.3,123,19,2024-09-04 14:38:28.675000,15
771,31.4,124,19.1,2024-09-04 14:43:38.082000,15
772,27.8,123,19.1,2024-09-04 14:48:47.532000,15
773,27,123,19,2024-09-04 14:53:56.912000,15
774,28.6,122,19.1,2024-09-04 14:59:06.243000,15
775,25.8,123,19.1,2024-09-04 15:04:15.597000,15
776,27,122,19,2024-09-04 15:09:29.215000,15
777,24.7,123,18.9,2024-09-04 15:14:39.379000,15
778,24.8,123,19.2,2024-09-04 15:19:48.672000,15
779,23.1,122,19.4,2024-09-04 15:24:58.027000,15
780,23.2,123,18.9,2024-09-04 15:30:07.645000,16
781,24.6,122,19,2024-09-04 15:35:17.253000,16
782,25.2,124,18.7,2024-09-04 15:40:27.140000,16
783,26,124,18.7,2024-09-04 15:45:36.469000,16
784,22.8,122,18.7,2024-09-04 15:50:45.829000,16
785,22.8,122,18.8,2024-09-04 15:55:55.283000,16
786,24.2,124,18.6,2024-09-04 16:01:04.638000,16
787,28.8,122,18.5,2024-09-04 16:06:13.996000,16
788,28.3,124,18.4,2024-09-04 16:11:23.340000,16
789,25.6,122,18.7,2024-09-04 16:16:32.654000,16
790,25,125,18.7,2024-09-04 16:21:41.976000,16
791,24.7,121,18.8,2024-09-04 16:26:51.310000,16
792,24.7,122,19,2024-09-04 16:32:00.687000,17
793,25.2,124,19.2,2024-09-04 16:37:10.026000,17
794,25.6,125,19.2,2024-09-04 16:42:19.372000,17
795,27,125,18.6,2024-09-04 16:47:28.725000,17
796,29.8,125,18.2,2024-09-04 16:52:38.080000,17
797,28.6,124,18,2024-09-04 16:57:47.435000,17
798,30.2,125,17.9,2024-09-04 17:02:56.787000,17
799,29.7,124,17.8,2024-09-04 17:08:06.242000,17
800,28.5,124,17.9,2024-09-04 17:13:15.602000,17
801,29,123,18.4,2024-09-04 17:18:24.852000,17
802,29.1,124,19.1,2024-09-04 17:23:34.209000,17
803,29.3,123,19,2024-09-04 17:28:43.460000,17
804,32.3,123,18.2,2024-09-04 17:33:52.813000,18
805,35.6,124,17.3,2024-09-04 17:39:02.169000,18
806,37,123,16.7,2024-09-04 17:44:12.032000,18
807,38,124,16.1,2024-09-04 17:49:23.696000,18
808,39,124,15.7,2024-09-04 17:54:33.106000,18
809,39.3,126,15.4,2024-09-04 17:59:42.562000,18
810,40.4,124,15.1,2024-09-04 18:04:52.026000,18
811,38.7,125,14.9,2024-09-04 18:10:01.579000,18
812,39.6,124,14.8,2024-09-04 18:15:11.134000,18
813,38,124,14.6,2024-09-04 18:20:20.690000,18
814,38,127,14.5,2024-09-04 18:25:30.250000,18
815,40.2,125,14.4,2024-09-04 18:30:40.894000,18
816,41,126,14.2,2024-09-04 18:35:52.183000,19
817,43,127,14,2024-09-04 18:41:01.698000,19
818,43.5,125,13.8,2024-09-04 18:46:11.252000,19
819,44.9,126,13.6,2024-09-04 18:51:21.951000,19
820,45.9,127,13.5,2024-09-04 18:56:31.602000,19
821,44.8,127,13.3,2024-09-04 19:01:41.162000,19
822,45.4,126,13.2,2024-09-04 19:06:53.178000,19
823,45.4,128,13.1,2024-09-04 19:12:02.842000,19
824,46.5,126,13,2024-09-04 19:17:12.501000,19
825,65.2,128,9.3,2024-09-05 08:39:52.816000,9
826,65.3,127,9.2,2024-09-05 08:45:02.850000,9
827,69.7,127,8.3,2024-09-05 08:50:12.921000,9
828,71.1,128,8.3,2024-09-05 08:55:22.887000,9
829,69.8,128,8.6,2024-09-05 09:00:32.856000,9
830,69.6,127,9,2024-09-05 09:05:42.727000,9
831,69.4,127,9.6,2024-09-05 09:10:52.635000,9
832,67.9,126,10.5,2024-09-05 09:16:02.463000,9
833,65.5,127,10.9,2024-09-05 09:21:12.222000,9
834,63.8,126,11.8,2024-09-05 09:26:21.984000,9
835,62.6,126,12,2024-09-05 09:31:31.907000,10
